PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-10-18,11:29:32.21,1,1,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.14885,-2.561167,1.876291,2353.503098,146.378623,11:00,6.27912,-1.87789,5.52049,-16.26284,17.4771,-10.83186,2.52634,-1.0256,83.45859,-5.645341,-0.053815,0.418065,,,,,,,,,,,,6.01359,9.93536,1.72186,50,6.04535,-3.86845,-133.46981,-6.48823,10.74706,31.21517,-14.41823,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,65f63200-ac50-11f0-ac76-89f35cacca50,90.15931,,,8.69026,,,,,,,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:29:32.21,2025-10-18T11:29:32.2173440-07:00,2025-10-18T18:29:32.2173440Z,,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,6cce628f-d84c-4905-8241-711a6f13aad0,54.97736,-134.62885,15.60759,6.27633,-5.95286,-7.20911,1.8729,-4.2675,5.37353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-10-18,11:29:51.38,1,2,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,1,0,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.38072,-2.705381,2.379833,2314.381252,147.85726,11:00,6.35388,-2.08336,5.25664,-24.88564,10.30737,-5.75622,1.73403,-0.32568,82.70049,-7.275036,1.358962,0.426972,,,,,,,,,,,,3.56461,6.26217,1.86959,50,6.08733,-5.17844,-130.9238,-7.12025,6.17657,28.08047,-21.32322,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,718295f0-ac50-11f0-ac76-89f35cacca50,88.27844,,,7.68023,,,,,,,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:29:51.38,2025-10-18T11:29:51.3805824-07:00,2025-10-18T18:29:51.3805824Z,,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,ddefe1de-6e7b-4e4f-a59e-ad83ae245499,55.24341,-132.04362,14.04023,6.35432,-6.26991,-10.66161,2.08101,-5.42475,3.08828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-10-18,11:30:14.19,1,3,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,1,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.22801,-0.601351,1.063539,2388.175203,263.088489,2:45,6.41128,-1.9438,5.18124,-40.71597,2.74906,11.58426,2.45235,0.02237,74.75971,-7.991733,3.117585,0.474506,93.85655,10.749214,-38.585568,3166.089671,81.19137,9.91424,-74.21544,168.62973,168.58495,-45.111488,1.462199,-5.52481,1.9078,1.83559,50,6.32425,-2.66405,-117.91372,-2.68958,-7.77519,22.5043,-29.48915,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,7f2074c0-ac50-11f0-ac76-89f35cacca50,79.43518,10.89021,,6.4683,,,,2.05073,2.73059,-0.08081,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:30:14.19,2025-10-18T11:30:14.1992448-07:00,2025-10-18T18:30:14.1992448Z,LineDrive,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,5745c40d-2d8d-4868-a067-82690d3cd4c9,55.32051,-118.92483,11.25215,6.41533,-1.36465,-14.74458,1.94743,-2.31472,-3.8876,,2.05073,105.71429,-22.28175,4.20517,-0.70125,-0.25533,0.38936,-0.19322,0.03549,2.73059,25.67425,-21.5881,2.43852,-0.47681,0.03998,0.04783,-0.02844,0.00538,-0.08081,-84.34733,0.53008,1.34733,-0.30791,-0.23245,0.3482,-0.17802,0.03346,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
4,2025-10-18,11:31:14.84,1,4,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,1,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.40444,-1.774162,1.687364,2323.873979,130.131281,10:15,6.35828,-2.15748,5.29969,-18.45529,14.7208,-16.05131,3.15342,-1.91046,84.3189,-5.24054,-1.162052,0.414557,,,,,,,,,,,,8.48823,8.25201,2.0159,50,6.1839,-3.19804,-135.27921,-4.84027,15.53801,32.86688,-17.06845,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,a32334c0-ac50-11f0-ac76-89f35cacca50,90.92226,,,9.08555,,,,,,,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:31:14.84,2025-10-18T11:31:14.8404736-07:00,2025-10-18T18:31:14.8404736Z,,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,c3d736c8-362f-4eeb-8415-a4622c7feb26,55.19746,-136.53612,16.43344,6.35653,-4.18753,-8.53422,2.14956,-3.79225,7.76901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-10-18,11:31:33.35,1,5,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,2,2,Cutter,Four-Seam,InPlay,Undefined,LineDrive,Double,0,0,,89.15717,-1.870629,1.61296,2365.530814,164.911429,11:30,6.25766,-2.17619,5.41404,-23.74552,11.96977,-2.92906,2.52505,-0.90878,81.86379,-6.256881,1.091843,0.430129,91.44373,12.158962,-7.775457,910.915064,108.52191,17.50169,-17.97182,238.25339,238.25339,-11.982737,2.343161,1.91858,6.86449,2.03489,50,6.0748,-3.51476,-129.38148,-5.07103,3.26131,26.28057,-20.50552,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,ae416d90-ac50-11f0-ac76-89f35cacca50,87.6306,17.83589,,7.29338,,,,1.51963,2.52184,0.91525,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:31:33.35,2025-10-18T11:31:33.3509120-07:00,2025-10-18T18:31:33.3509120Z,LineDrive,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,5232feb6-1a99-4d28-80ba-098048d7e8eb,55.08671,-130.41062,13.14029,6.25766,-4.26804,-10.25276,2.17503,-3.64247,1.63065,136.603075,1.51963,129.90309,-19.69749,4.09076,-0.81049,0.13627,-0.02061,0.00279,-0.0002,2.52184,28.24845,-13.30247,0.13943,0.14594,-0.04814,0.01324,-0.002,0.00012,0.91525,-17.73792,-3.99478,1.90307,-0.60848,0.15045,-0.03029,0.00415,-0.00027,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
6,2025-10-18,11:32:44.03,2,1,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Hoiland, Cameron",1000256661,Left,CAL_MUS,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,92.08791,-2.723837,2.82557,2407.0877,144.983515,10:45,6.37343,-2.08944,5.57551,-13.69268,20.0004,-13.19005,2.68321,-0.54731,83.47846,-5.353764,0.475588,0.417775,53.15298,-40.471991,-21.07849,,,,,4.92886,4.92886,-6.978868,0.053561,7.54831,11.29485,1.85501,50,6.12996,-5.98623,-133.34907,-6.75214,13.48604,30.75395,-11.99437,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,d85f49d0-ac50-11f0-ac76-89f35cacca50,90.22196,2.72911,,8.60945,,,,1.90781,2.72911,0.55147,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:32:44.03,2025-10-18T11:32:44.0350720-07:00,2025-10-18T18:32:44.0350720Z,GroundBall,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,0a839050-b718-4a03-8502-c541fee684af,54.92443,-134.47999,15.37698,6.37014,-6.31107,-5.99718,2.08426,-6.48216,6.74302,,1.90448,55.72226,,,,,,,,2.73216,-50.95359,,,,,,,,0.55276,-21.4774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
7,2025-10-18,11:33:26.41,3,1,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Murray, Casey",1000127521,Right,CAL_MUS,Undefined,1,Top,1,0,0,Cutter,Cutter,InPlay,Undefined,LineDrive,Single,0,1,,89.05717,-1.501988,2.681799,2350.5537,174.056416,11:45,6.29241,-1.92645,5.69684,-23.3534,12.28894,-1.15874,2.94471,0.47802,81.31063,-5.85323,2.474883,0.429689,102.37227,11.91693,-19.38302,1888.929729,101.42916,13.59534,-42.56895,192.93059,192.93059,-25.431618,1.601534,1.36847,7.0287,1.70185,50,6.15165,-6.00115,-129.16023,-4.17371,2.30348,27.79145,-20.34275,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,f1a7c2f0-ac50-11f0-ac76-89f35cacca50,87.72022,13.78719,,7.74654,,,,1.87761,2.92088,-0.43339,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:33:26.41,2025-10-18T11:33:26.4194560-07:00,2025-10-18T18:33:26.4194560Z,LineDrive,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,851f464b-1379-4eed-91b6-8bf7f10148ce,54.80395,-130.1898,13.89573,6.29231,-3.4201,-10.17137,1.92575,-6.08649,1.15174,81.904627,1.87761,138.58312,-26.13142,5.86516,-1.37463,0.31133,-0.06941,0.01203,-0.00108,2.92088,31.00409,-23.84488,2.78401,-0.57821,0.1186,-0.02261,0.00364,-0.00032,-0.43339,-48.75665,-4.23393,2.52133,-0.86635,0.25513,-0.0655,0.01256,-0.00121,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
8,2025-10-18,11:34:47.64,4,1,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Downing, Jake",1000279465,Left,CAL_MUS,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.14607,-1.952665,3.126844,2382.480825,141.350807,10:45,6.4957,-2.08647,5.43706,-16.78635,17.05749,-12.69564,3.26484,-0.21341,83.44224,-5.129491,0.871523,0.418708,,,,,,,,,,,,7.29418,9.49886,1.81839,50,6.31133,-6.68983,-133.39637,-5.10061,13.039,30.82108,-15.19399,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,21f7c5e0-ac51-11f0-ac76-89f35cacca50,90.02087,,,8.70383,,,,,,,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:34:47.64,2025-10-18T11:34:47.6405248-07:00,2025-10-18T18:34:47.6405248Z,,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,08ab395a-9880-4a1d-b11e-174816958627,55.06099,-134.56062,15.41054,6.49316,-4.52667,-7.59699,2.0804,-7.18237,6.5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-10-18,11:35:07.80,4,2,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Downing, Jake",1000279465,Left,CAL_MUS,Undefined,1,Top,1,0,1,FourSeamFastBall,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,90.74618,-2.147758,3.797866,2374.002567,132.376276,10:30,6.47333,-2.07883,5.40232,-19.273,15.52209,-15.74036,2.84931,0.17349,82.6591,-5.754611,1.005443,0.424552,,,,,,,,,,,,9.02461,8.76359,1.75147,50,6.26828,-8.00809,-131.37108,-5.59577,15.73166,28.48335,-16.8974,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,2e198c00-ac51-11f0-ac76-89f35cacca50,88.78174,,,8.08708,,,,,,,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:35:07.80,2025-10-18T11:35:07.8087168-07:00,2025-10-18T18:35:07.8087168Z,,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,84623e0a-e8f5-40f6-855f-95106a00eb70,55.09832,-132.47186,14.24168,6.47192,-4.94274,-8.4487,2.07271,-8.61606,7.86583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-10-18,11:35:47.32,5,1,"Volmerding, Joshua",1000250725,Left,CAL_MUS,"Castro, Antonio",1000300490,Left,CAL_MUS,Undefined,1,Top,2,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.3484,-1.420662,2.935243,2434.187059,233.961113,1:45,6.56625,-2.00254,5.203,-38.80742,2.88898,2.03953,1.99409,0.93053,76.12261,-8.472655,3.296447,0.464752,,,,,,,,,,,,-0.13295,2.28,1.72891,50,6.40533,-6.27557,-120.69397,-4.41276,-0.19448,25.30974,-28.83878,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251018-BaggettStadium-Private-1,45adc570-ac51-11f0-ac76-89f35cacca50,81.10235,,,7.22578,,,,,,,5d97bc24-188e-499f-8eb2-28f7883dead2,2025-10-18,18:35:47.32,2025-10-18T11:35:47.3298432-07:00,2025-10-18T18:35:47.3298432Z,,v3,471251,471251,,"Tayman, Ryan",822034,Right,CAL_MUS,919fa641-e519-43f5-a492-de83ea681558,55.29647,-121.79958,12.65487,6.57058,-3.15298,-14.41939,2.00286,-6.26708,-0.09724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
