PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
1,2025-10-04,10:00:47.93,1,1,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.06177,-1.805254,1.016921,1944.5545,139.821439,10:45,6.29924,-1.55474,4.84038,-23.94493,16.43434,-12.48516,2.59366,-1.63218,76.64338,-6.275882,-1.181685,0.457352,,,,,,,,,,,,6.44032,9.17367,1.46528,50,6.10127,-1.60857,-124.31144,-4.75669,9.80232,31.26791,-18.21154,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,ae7f1450-a143-11f0-bb9a-3f1fd546703c,82.41449,,,9.41839,,,,,,,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:00:47.93,2025-10-04T10:00:47.9357440-07:00,2025-10-04T17:00:47.9357440Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,a96116fd-347b-4387-af02-1f405dc43654,55.65317,-125.72534,15.63396,6.29774,-3.93319,-9.10577,1.54804,-2.05182,4.90116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
2,2025-10-04,10:01:02.51,1,2,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.98896,-2.264958,3.631899,2049.533854,102.934692,9:30,6.15091,-1.72388,4.72374,-41.99298,6.82622,-20.32466,0.49682,0.03334,70.08937,-9.917696,0.060391,0.502883,,,,,,,,,,,,11.47977,4.77776,1.37634,50,5.88513,-6.35115,-113.77858,-6.00781,14.45821,28.493,-26.1567,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,b7472820-a143-11f0-bb9a-3f1fd546703c,74.95274,,,8.89959,,,,,,,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:01:02.51,2025-10-04T10:01:02.5106432-07:00,2025-10-04T17:01:02.5106432Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,81f8959e-b0b2-4f9e-9d66-729103132af3,55.77375,-115.21539,14.2465,6.15483,-4.6888,-13.07835,1.715,-7.08023,7.22911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
3,2025-10-04,10:01:21.60,1,3,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,1,1,FourSeamFastBall,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.49487,-2.546493,1.936892,2075.480047,142.801597,10:45,6.23288,-1.66808,4.82707,-17.73288,21.74926,-15.19028,2.34039,-1.09881,77.15809,-5.942418,-0.735222,0.452243,,,,,,,,,,,,8.25579,12.16583,1.49006,50,5.96659,-3.54639,-126.18882,-6.17505,12.81747,34.55233,-13.28606,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,c29857d0-a143-11f0-bb9a-3f1fd546703c,83.34556,,,10.33678,,,,,,,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:01:21.60,2025-10-04T10:01:21.6009728-07:00,2025-10-04T17:01:21.6009728Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,64fe8edd-f955-4b12-a29c-8cf4d1f17157,55.66867,-127.73156,17.27617,6.22906,-5.58183,-6.64303,1.66118,-4.11868,6.40874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
4,2025-10-04,10:01:44.50,1,4,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.48209,-0.454008,1.73487,1888.663381,122.092999,10:00,6.13516,-1.72041,4.85996,-35.82116,11.79359,-16.15316,2.72013,-1.42391,71.27895,-7.009194,-1.11082,0.496641,,,,,,,,,,,,8.43902,6.44319,1.5637,50,6.06061,-2.75308,-113.6642,-2.14286,10.94014,22.59759,-23.82126,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,d0337780-a143-11f0-bb9a-3f1fd546703c,75.89479,,,7.20314,,,,,,,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:01:44.50,2025-10-04T10:01:44.5058048-07:00,2025-10-04T17:01:44.5058048Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,25b11915-4737-4437-9158-91868367a424,55.63792,-114.7796,11.29879,6.13737,-0.96706,-11.91063,1.71292,-3.29308,5.47007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
5,2025-10-04,10:01:58.09,1,5,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Castellon, Nate",835064,Right,CAL_MUS,Undefined,1,Top,0,2,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.28635,-1.756764,3.533528,2092.362411,126.547891,10:15,6.14098,-1.66825,4.67875,-34.74545,13.60284,-16.02308,1.57345,0.3565,71.15245,-8.086565,0.724594,0.500451,91.89522,0.301672,-55.790666,2795.50921,,,,36.69334,34.40522,-55.152441,0.271833,8.96213,7.68091,1.32382,50,5.93122,-6.31017,-113.15802,-4.69167,11.51207,22.44629,-22.30772,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,d86e8d90-a143-11f0-bb9a-3f1fd546703c,75.3169,1.70179,,7.1339,,,,2.11225,1.6975,-0.58786,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:01:58.09,2025-10-04T10:01:58.0984320-07:00,2025-10-04T17:01:58.0984320Z,GroundBall,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,ee4e0eff-3730-4f89-93f4-af747c3ad5a4,55.82087,-114.30683,11.22314,6.14212,-3.54995,-11.15386,1.66185,-6.89936,5.75604,,2.11672,75.55577,-22.91383,,,,,,,1.70181,0.49852,-24.92096,,,,,,,-0.58742,-111.48185,10.53062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
6,2025-10-04,10:02:30.96,1,6,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Downing, Jake",1000279465,Left,CAL_MUS,Undefined,1,Top,0,0,0,FourSeamFastBall,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.89474,-1.037625,2.581359,2068.899616,137.657402,10:30,6.27983,-1.61684,5.07009,-22.55521,17.42477,-14.45576,3.4208,-0.38599,76.78153,-5.278031,0.028607,0.455085,72.29897,60.622239,-117.969089,5094.485813,,,,,16.96688,,,8.03434,9.42855,1.38369,50,6.16436,-4.93578,-124.17866,-3.00382,12.26862,29.98114,-17.77645,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,ebf777f0-a143-11f0-bb9a-3f1fd546703c,82.82504,31.87041,,9.11322,,,,0.55156,3.37882,0.41066,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:02:30.96,2025-10-04T10:02:30.9615616-07:00,2025-10-04T17:02:30.9615616Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,b17175f2-142a-460c-a0bd-99534ba0b4a7,55.42639,-125.48194,14.99057,6.27814,-2.23108,-8.88823,1.60984,-5.4691,6.13431,28.028156,0.55908,-24.6887,-6.56677,,,,,,,3.3871,92.0838,-28.82614,,,,,,,0.4065,-45.7829,8.03266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
7,2025-10-04,10:02:51.64,1,7,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Downing, Jake",1000279465,Left,CAL_MUS,Undefined,1,Top,0,0,1,FourSeamFastBall,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,86.60993,-1.887914,2.621473,2099.388944,149.909673,11:00,6.30197,-1.48383,4.9146,-19.43816,19.51966,-10.53445,2.89445,0.11882,78.6564,-5.521336,0.767062,0.44923,101.15898,6.186388,-11.139386,2142.203292,,,,127.9938,127.05794,-14.633389,0.985144,5.99496,10.59331,1.2371,50,6.10209,-5.25875,-125.37459,-4.79677,9.48731,26.70835,-15.40969,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,f848d990-a143-11f0-bb9a-3f1fd546703c,83.90455,5.88157,,7.95353,,,,0.62453,2.73567,-0.04283,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:02:51.64,2025-10-04T10:02:51.6436992-07:00,2025-10-04T17:02:51.6436992Z,GroundBall,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,c4202ded-5646-4248-be90-87cad56ca383,55.58497,-126.55875,13.35417,6.29962,-4.11355,-7.70485,1.47958,-5.67939,4.74366,76.018386,0.75276,142.93773,-18.38247,,,,,,,2.82172,14.78937,-17.99975,,,,,,,0.02584,-29.46711,-3.49488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
8,2025-10-04,10:03:20.64,2,1,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Downing, Jake",1000279465,Left,CAL_MUS,Undefined,1,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.93524,-2.225063,3.969274,1924.331706,124.033516,10:15,6.2216,-1.69061,4.75957,-36.93589,12.72761,-16.35678,1.0275,0.71633,70.48028,-8.920018,1.09828,0.507213,,,,,,,,,,,,9.24162,7.36205,1.30719,50,5.96567,-7.05304,-111.2291,-5.60084,11.54409,20.49216,-22.97781,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,099f7aa0-a144-11f0-bb9a-3f1fd546703c,74.3129,,,6.45496,,,,,,,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:03:20.64,2025-10-04T10:03:20.6402048-07:00,2025-10-04T17:03:20.6402048Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,bc078e1e-a564-4a92-9083-898e34bd995e,55.74154,-112.2819,10.24608,6.22309,-4.42033,-11.48891,1.68478,-7.64613,5.77205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
9,2025-10-04,10:03:38.15,2,2,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Downing, Jake",1000279465,Left,CAL_MUS,Undefined,1,Top,0,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.36038,-0.211441,3.936991,2200.702137,97.000702,9:15,6.15,-1.59002,4.98269,-41.48073,2.2715,-7.413,2.49312,1.51612,74.78313,-7.712368,2.631927,0.476071,,,,,,,,,,,,4.74422,1.58591,1.2161,50,6.09564,-7.79315,-117.82565,-1.96726,6.68473,21.90377,-29.93948,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,140ab720-a144-11f0-bb9a-3f1fd546703c,79.17404,,,6.57725,,,,,,,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:03:38.15,2025-10-04T10:03:38.1592576-07:00,2025-10-04T17:03:38.1592576Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,1f57ba1b-24fb-41f6-86ca-aa5da4619a14,55.51852,-118.84711,10.95188,6.15483,-0.57105,-14.96974,1.58679,-8.10489,3.34237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
10,2025-10-04,10:03:55.28,2,3,"Hoiland, Cameron",1000256661,Left,CAL_MUS,"Downing, Jake",1000279465,Left,CAL_MUS,Undefined,1,Top,0,1,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.56919,-2.532307,4.586436,2106.849312,150.07131,11:00,6.26066,-1.47658,5.11043,-18.43017,20.94824,-11.18264,2.32977,1.92192,77.65105,-6.025958,2.618006,0.451648,,,,,,,,,,,,7.01552,11.63642,1.05256,50,6.00769,-9.49387,-124.82128,-6.10636,10.87576,29.19886,-14.13472,CAL_MUS,CAL_MUS,BaggettStadium,TeamExclusive,Team,20251004-BaggettStadium-Private-1,1e1c8900-a144-11f0-bb9a-3f1fd546703c,83.45527,,,8.91813,,,,,,,646edd57-5c42-4f50-abf9-faaf50ac0ae8,2025-10-04,17:03:55.28,2025-10-04T10:03:55.2826880-07:00,2025-10-04T17:03:55.2826880Z,,v3,471251,471251,,"Collins, Jack",834582,Right,CAL_MUS,170cd544-e4ce-4819-946c-1ac27508eafe,55.38516,-126.07471,14.59943,6.25679,-5.4996,-7.06736,1.47012,-9.96074,5.43788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
